,username,tweet,hashtags,label,labeled_tweet
2859,jcrowmackay,"@AOC 
There is no  place for Nuclear Energy in a Renewable Energy mix. Nuclear Energy is unsafe, there is no safe way to store spent fuel rods. Your statement that there is a place for Nuclear Energy in an Energy mix is frankly delusional and misguided.",[],"{'neg': 0.085, 'neu': 0.721, 'pos': 0.194, 'compound': 0}",neu
2860,iam__network,"Susan Nugent: Don’t miss opportunity to invest in renewable energy 

READ MORE:  https://blog.iammarketingmedia.com/susan-nugent-dont-miss-opportunity-to-invest-in-renewable-energy/?utm_campaign=twitter&utm_medium=twitter&utm_source=twitter …
#GeothermalEnergy #NuclearEnergy #RenewableEnergy #SolarEnergy #SolarPanels #SteamEnergy #WaveEnergy #WaveGenerators #WindEnergy #Windmills* pic.twitter.com/7Gae4egZ4p","['#geothermalenergy', '#nuclearenergy', '#renewableenergy', '#solarenergy', '#solarpanels', '#steamenergy', '#waveenergy', '#wavegenerators', '#windenergy', '#windmills']","{'neg': 0.056, 'neu': 0.772, 'pos': 0.172, 'compound': 0}",neu
2861,dticorp,DOE’s Dan Brouillette: US Needs Robust Nuclear Energy Strategy – Executive Gov  https://www.executivegov.com/2020/05/does-dan-brouillette-us-needs-robust-nuclear-energy-strategy/ …,[],"{'neg': 0.0, 'neu': 0.727, 'pos': 0.273, 'compound': 0}",neu
2862,iam__network,"Letter: It’s easy to switch to renewable energy 

READ MORE:  https://blog.iammarketingmedia.com/letter-its-easy-to-switch-to-renewable-energy/?utm_campaign=twitter&utm_medium=twitter&utm_source=twitter …
#GeothermalEnergy #NuclearEnergy #RenewableEnergy #SolarEnergy #SolarPanels #SteamEnergy #WaveEnergy #WaveGenerators #WindEnergy #Windmills pic.twitter.com/UenKkARaLp","['#geothermalenergy', '#nuclearenergy', '#renewableenergy', '#solarenergy', '#solarpanels', '#steamenergy', '#waveenergy', '#wavegenerators', '#windenergy', '#windmills']","{'neg': 0.0, 'neu': 0.808, 'pos': 0.192, 'compound': 0}",neu
2863,atomicrod,"Critical thinkers take note of situations with huge disparity between reality and perception.

Ask ""Why?""

Ans: Nuclear energy has always been a competitive threat to hydrocarbon dominance. Even early penetration shifts pricing power.

Fear has been carefully taught  https://twitter.com/karnfull_en/status/1266958819227287554 …",[],"{'neg': 0.177, 'neu': 0, 'pos': 0.187, 'compound': 0}",pos
2864,bharatpages,Ancient Aliens: Ancient Nuclear Energy at Mohenjo Daro (Season 9) | History #educratsweb… https://goo.gl/fb/UcpFk4 ,['#educratsweb'],"{'neg': 0.0, 'neu': 0.861, 'pos': 0.139, 'compound': 0}",neu
2865,kniazo,"Mines closure due to Covid 19, largest mines in Canada and Kaz are still closed. Along with working group released in the US suggesting US is back to supporting nuclear energy and other reasons",[],"{'neg': 0.0, 'neu': 0.865, 'pos': 0.135, 'compound': 0}",neu
2866,nickc15908178,Nuclear energy is the only correct answer!,[],"{'neg': 0.0, 'neu': 0.715, 'pos': 0.285, 'compound': 0}",neu
2867,daegneux,"...only reason NZ didn't do so was because they peacefully protested. Peacefully protested about nuclear energy, against Japanese whaling in NZ waters and peacefully protested alongside US during the Viet' war. And massive political and systemic reformations occured due to peace'",[],"{'neg': 0.149, 'neu': 0, 'pos': 0.281, 'compound': 0}",pos
2868,vrijdenkerdavid,Off topic: I am a great fan of your show. Watch it daily. May I ask what your problem is with nuclear energy. In France it is a big succes. If we want to save the planet we can't without.  https://www.pbs.org/wgbh/pages/frontline/shows/reaction/readings/french.html …,[],"{'neg': 0.052, 'neu': 0, 'pos': 0.251, 'compound': 0}",pos
2869,adrit2700,"So, start defending nuclear energy.",[],"{'neg': 0.0, 'neu': 0, 'pos': 0.344, 'compound': 0}",pos
2870,regentrude4,"Shut down the #Belgian nuclear power plants! Coordinate waste repository with #EU neighbours. 
#NuclearPower #NuclearEnergy
#tihange #Belgium #GeorgeFloyd
#doel https://www.change.org/p/government-of-belgium-shut-down-the-belgian-nuclear-power-plants-coordinate-waste-repository-with-eu-neighbours …","['#belgian', '#eu', '#nuclearpower', '#nuclearenergy', '#tihange', '#belgium', '#georgefloyd', '#doel']","{'neg': 0.134, 'neu': 0.866, 'pos': 0.0, 'compound': 0}",neu
2871,afro_jonez,"Zuma/molefe: nuclear energy is imp-
Them: ""asiyifuni inukliye ,asiyifuni""
Zuma/Molefe: the thing i-
Them: ""ASIYIFUNI INUKLIYE, ASIYIFUNI!!!""
them again:  https://m.engineeringnews.co.za/article/niasa-highlights-funding-options-for-new-nuclear-power-2020-05-15 … pic.twitter.com/UToA07qffa",[],"{'neg': 0.0, 'neu': 0.876, 'pos': 0.124, 'compound': 0}",neu
2872,andreasgraf,"Forgive me being cheeky Adam, but my guess is your solution to solving racial inequality, the aids pandemic, opioid addiction and Israel-Palestine conflict is nuclear energy, and the cause was Germany phasing out nuclear. Seems like a one-sided dinner conversation.",[],"{'neg': 0.058, 'neu': 0, 'pos': 0.268, 'compound': 0}",pos
2873,iam__network,"Really Australia, it’s not that hard: 10 reasons why renewable energy is the future 

READ MORE:  https://blog.iammarketingmedia.com/really-australia-its-not-that-hard-10-reasons-why-renewable-energy-is-the-future/?utm_campaign=twitter&utm_medium=twitter&utm_source=twitter …
#GeothermalEnergy #NuclearEnergy #RenewableEnergy #SolarEnergy #SolarPanels #SteamEnergy #WaveEnergy #WaveGenerators #WindEnergy #Windmills~ pic.twitter.com/j7vw8ouFem","['#geothermalenergy', '#nuclearenergy', '#renewableenergy', '#solarenergy', '#solarpanels', '#steamenergy', '#waveenergy', '#wavegenerators', '#windenergy', '#windmills']","{'neg': 0.0, 'neu': 0.888, 'pos': 0.112, 'compound': 0}",neu
2874,pranav_72,@AppleSupport why battery health option is not given to Indian version of 10.15.5 MacOS catalina? Bc humare yaha nuclear energy se chal rahi hai laptop!! #macOS #catalina,"['#macos', '#catalina']","{'neg': 0.0, 'neu': 0.906, 'pos': 0.094, 'compound': 0}",neu
2875,udosa_,Nuclear energy deal? If it's Russia then good. I read some article that theirs is cheaper compared to that other country's.  https://twitter.com/Maqhawe_Ngubane/status/1266999625917116416 …,[],"{'neg': 0.0, 'neu': 0.808, 'pos': 0.192, 'compound': 0}",neu
2876,iam__network,"Renewable energy zone plan targets NSW regional businesses 

READ MORE:  https://blog.iammarketingmedia.com/renewable-energy-zone-plan-targets-nsw-regional-businesses/?utm_campaign=twitter&utm_medium=twitter&utm_source=twitter …
#GeothermalEnergy #NuclearEnergy #RenewableEnergy #SolarEnergy #SolarPanels #SteamEnergy #WaveEnergy #WaveGenerators #WindEnergy #Windmills pic.twitter.com/QuuClRZoGq","['#geothermalenergy', '#nuclearenergy', '#renewableenergy', '#solarenergy', '#solarpanels', '#steamenergy', '#waveenergy', '#wavegenerators', '#windenergy', '#windmills']","{'neg': 0.0, 'neu': 0.913, 'pos': 0.087, 'compound': 0}",neu
2877,bns_yg,"🔍If arguments supporting nuclear energy in the transition , what is missing for nuclear to rock n’roll?",[],"{'neg': 0.189, 'neu': 0, 'pos': 0.193, 'compound': 0}",pos
2878,osaumarezsmith,"Superb (I see its currently for sale, I wish I had £). 

Clarke also did lots of sculpture trying to depict electrical or nuclear energy for electricity. This is from the UK Atomic  Energy HQ at Culham, trying to capture plasma during fusion:  pic.twitter.com/o5hjuH0qYI",[],"{'neg': 0.0, 'neu': 0.784, 'pos': 0.216, 'compound': 0}",neu
2879,iam__network,"Amazon commits to five new utility-scale solar projects 

READ MORE:  https://blog.iammarketingmedia.com/amazon-commits-to-five-new-utility-scale-solar-projects/?utm_campaign=twitter&utm_medium=twitter&utm_source=twitter …
#GeothermalEnergy #NuclearEnergy #RenewableEnergy #SolarEnergy #SolarPanels #SteamEnergy #WaveEnergy #WaveGenerators #WindEnergy #Windmills+ pic.twitter.com/9zEgbPdfn5","['#geothermalenergy', '#nuclearenergy', '#renewableenergy', '#solarenergy', '#solarpanels', '#steamenergy', '#waveenergy', '#wavegenerators', '#windenergy', '#windmills']","{'neg': 0.0, 'neu': 0.882, 'pos': 0.118, 'compound': 0}",neu
2880,energy_blogger,"We have to master this technology in all forms and sizes either #Fission or #Fusion. 

Our Universe runs on this technology! And Hydrogen is most abundant element in the universe!

If we need to establish our presence in other worlds only Nuclear energy can give hand!","['#fission', '#fusion']","{'neg': 0.0, 'neu': 0.877, 'pos': 0.123, 'compound': 0}",neu
2881,ethansm58790261,"""All the waste in a year from a nuclear power plant can be stored under a desk.""
- Ronald Reagan 

Did you know Nuclear Energy produces the least amount of waste, and is the only safely contained waste of all energy sources?
 https://www.world-nuclear.org/information-library/nuclear-fuel-cycle/nuclear-wastes/radioactive-waste-management.aspx …",[],"{'neg': 0.156, 'neu': 0.706, 'pos': 0.138, 'compound': 0}",neu
2882,iam__network,"Environmentalists challenge limits on renewable energy firms 

READ MORE:  https://blog.iammarketingmedia.com/environmentalists-challenge-limits-on-renewable-energy-firms/?utm_campaign=twitter&utm_medium=twitter&utm_source=twitter …
#GeothermalEnergy #NuclearEnergy #RenewableEnergy #SolarEnergy #SolarPanels #SteamEnergy #WaveEnergy #WaveGenerators #WindEnergy #Windmills~ pic.twitter.com/7Vn1B0R8Ch","['#geothermalenergy', '#nuclearenergy', '#renewableenergy', '#solarenergy', '#solarpanels', '#steamenergy', '#waveenergy', '#wavegenerators', '#windenergy', '#windmills']","{'neg': 0.0, 'neu': 0.855, 'pos': 0.145, 'compound': 0}",neu
2883,capitalreligion,"So following a great tradition in nuclear energy, it'll be finished by 2045 when renewable energy would have bypassed it by so far that it'll become a running gag after having wasted taxpayer money...hurray...

Well if we're lucky it'll be cancelled by than.",[],"{'neg': 0.136, 'neu': 0, 'pos': 0.24, 'compound': 0}",pos
2884,ethansm58790261,"According to  http://OurWorldinData.org  Nuclear Energy has ""more than 330 times fewer deaths than coal; 250 times less than oil; and 38 times fewer than gas""
With the construction of modern nuclear power plants it is extremely safe, and it is also cheaper than solar @Shell @bp_plc",[],"{'neg': 0.0, 'neu': 0.893, 'pos': 0.107, 'compound': 0}",neu
2885,jamescarrow,"Reading that over: I think that electric cars may be a part of the solution around hydroelectric dams, on windy days in nations with a high wind energy output, around nuclear energy, and once power plants have been cleaned up for good. Which could take another, oh, 100 years or",[],"{'neg': 0.0, 'neu': 0.83, 'pos': 0.17, 'compound': 0}",neu
2886,iam__network,"Granite Falls to upgrade hydroelectric system with $2.75M in renewable energy funding from state 

READ MORE:  https://blog.iammarketingmedia.com/granite-falls-to-upgrade-hydroelectric-system-with-2-75m-in-renewable-energy-funding-from-state-west-central-tribune/?utm_campaign=twitter&utm_medium=twitter&utm_source=twitter …
#GeothermalEnergy #NuclearEnergy #RenewableEnergy #SolarEnergy #SolarPanels #SteamEnergy #WaveEnergy #WaveGenerators #WindEnergy #Windmills* pic.twitter.com/1kSLvX5yeg","['#geothermalenergy', '#nuclearenergy', '#renewableenergy', '#solarenergy', '#solarpanels', '#steamenergy', '#waveenergy', '#wavegenerators', '#windenergy', '#windmills']","{'neg': 0.0, 'neu': 0.93, 'pos': 0.07, 'compound': 0}",neu
2887,progrebel,"Michael Moore with the moral (Moore-al) clarity we need.

PS - I loved #PlanetOfTheHumans because I have made many of those same points over the last few years. 

Nuclear energy advocates know full well that fossil fuel runs deep w/""renewable"" energy!  https://twitter.com/MMFlint/status/1266937596300664832 …",['#planetofthehumans'],"{'neg': 0.0, 'neu': 0.742, 'pos': 0.258, 'compound': 0}",neu
2888,ay_alet,"@CERN used the average mean decay time to regulate the nuclear energy they were generating in the large hadron collider, which means: did they actually catch the higgs boson or a ""relativistic"" higgs (one which does not actually represent the particles actuality in space-time).",[],"{'neg': 0.058, 'neu': 0.897, 'pos': 0.045, 'compound': 0}",neu
2889,duo_koji,"核エネルギーの潜在的な危険性は、いくら強調してもし過ぎるということはない。
One cannot emphasize too much the potential danger of nuclear energy. (39)",[],"{'neg': 0.206, 'neu': 0, 'pos': 0.127, 'compound': 0}",neg
2890,apexanimallover,"Like it or not nuclear energy is cleaner, safer, and more sustainable than anything that's currently viable. It's science.",[],"{'neg': 0.076, 'neu': 0, 'pos': 0.294, 'compound': 0}",pos
2891,stratos_paris,Vous n’avez aucune crédibilité ! Vous appelez la fermeture de centrales nucléaires bas carbone et ne dites rien sur l’ouverture de centrales au gaz et charbons en Europe. @sauvonsleclimat @greenpeacefr @sdnfr @Elisabeth_Borne #ClimateChange #NuclearEnergy  https://twitter.com/sauvonsleclimat/status/1266855973462966273 …,"['#climatechange', '#nuclearenergy']","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0}",neu
2892,iam__network,"FILE-U-S COAL CONSUMPTION FALLS BEHIND RENEWABLE ENERGY 

READ MORE:  https://blog.iammarketingmedia.com/file-u-s-coal-consumption-falls-behind-renewable-energy/?utm_campaign=twitter&utm_medium=twitter&utm_source=twitter …
#GeothermalEnergy #NuclearEnergy #RenewableEnergy #SolarEnergy #SolarPanels #SteamEnergy #WaveEnergy #WaveGenerators #WindEnergy #Windmills~ pic.twitter.com/JLxZFSgOKp","['#geothermalenergy', '#nuclearenergy', '#renewableenergy', '#solarenergy', '#solarpanels', '#steamenergy', '#waveenergy', '#wavegenerators', '#windenergy', '#windmills']","{'neg': 0.0, 'neu': 0.881, 'pos': 0.119, 'compound': 0}",neu
2893,ornl,"ORNL's #3Dprinted nuclear reactor promises a faster, more economical path to #nuclear energy. ⚛️  https://bit.ly/2WmOtPJ  @NSED_ORNL @ORNLEnergy_Env pic.twitter.com/w1fmoicY8B","['#3dprinted', '#nuclear']","{'neg': 0.0, 'neu': 0.783, 'pos': 0.217, 'compound': 0}",neu
2894,sylviealf,"Beause he receives LNP donations from big business, management, fossil & nuclear energy companies perhaps. One hand greasing the other.",[],"{'neg': 0.0, 'neu': 0.773, 'pos': 0.227, 'compound': 0}",neu
2895,totterdell91,U.S. CO2 Emissions Rise As #Nuclear Power Plants Close  https://www.forbes.com/sites/jamesconca/2019/01/16/u-s-co2-emissions-rise-as-nuclear-power-plants-close/#329c43197034 … Its not like it is a new story. To be serious about #Climate We need #Nuclear energy We need the orders of magnitude advantages of #Thorium and #Uranium pic.twitter.com/p2DGEVINfE,"['#nuclear', '#climate', '#nuclear', '#thorium', '#uranium']","{'neg': 0.077, 'neu': 0.818, 'pos': 0.105, 'compound': 0}",neu
2896,scott_holmes,I have hopes that you will do a video on something related to the nuclear field. (Nuclear Energy). I would really like to see that.,[],"{'neg': 0.0, 'neu': 0.741, 'pos': 0.259, 'compound': 0}",neu
2897,theniceguy9112,I pay 5.5 pennies per kilowatt hour and I am on nuclear energy. Nuclear is where the future should go IMO.,[],"{'neg': 0.062, 'neu': 0.844, 'pos': 0.093, 'compound': 0}",neu
2898,hatedjonin,Are you an iridium nuclear-energy cell/ hydrogen fuel cell? Because I can't live without you aha,[],"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0}",neu
2899,patmill6254980,"And Congratulations to Entergy employee, Natalie Miller Wood,  as the 2019 NAGYN  Founders Award recipient in recognition of her contributions to Nuclear Energy",[],"{'neg': 0.0, 'neu': 0, 'pos': 0.322, 'compound': 0}",pos
2900,thorium_232,"Yes We need #NuclearEnergy #Auspol 24/7 Reliable ULTRA Low CO2 electricity from #Thorium, Uranium & Small Modular Reactors #SMR We need modern #Nuclear Energy https://twitter.com/Eigencat/status/1266903480733544448 …","['#nuclearenergy', '#auspol', '#thorium', '#smr', '#nuclear']","{'neg': 0.07, 'neu': 0.769, 'pos': 0.161, 'compound': 0}",neu
2901,prasadsatya10,What happened to increasing the share of nuclear energy in our energy consumption? The sector has stagnated,[],"{'neg': 0.0, 'neu': 0, 'pos': 0.314, 'compound': 0}",pos
2902,thorium_232,Yes #Auspol We need #NuclearEnergy We need Reliable electricity from #Thorium and #Uranium & 24/7 ULTRA Low CO2 #Nuclear Energy https://twitter.com/Eigencat/status/1266911905840369664 …,"['#auspol', '#nuclearenergy', '#thorium', '#uranium', '#nuclear']","{'neg': 0.081, 'neu': 0.734, 'pos': 0.185, 'compound': 0}",neu
2903,thorium_232,'Parliamentary inquiry concludes '#nuclear is the safest form of energy'  https://www.skynews.com.au/details/_6159609339001 … Yes #Auspol We need the advantage of that reliable ULTRA Low CO2 electricity from #NuclearEnergy We need the advantages of our abundant affordable #Thorium and Uranium #Repeal140A,"['#nuclear', '#auspol', '#nuclearenergy', '#thorium', '#repeal140a']","{'neg': 0.045, 'neu': 0.701, 'pos': 0.255, 'compound': 0}",neu
